date,GDP Growth,CPI,Unemployment Rate,Retail sales,Net Export Growth,10-Year Government Bond Rate,Saving Rate of People,New Home Sales,FED Fund Rate,S&P 500,Gold,Brent,DXY,PMI - 50,IIP Growth (%)
1991-11-01,4.9,0.291120815138284,7.0,0.0,6.857835777351147,7.42,9.1,0.09287835647630825,4.81,-1,2.4457177571907867,-9.336636887200715,-1.9649203442471876,1,-0.13253597290089347
1991-12-01,4.9,0.0725689404934595,7.3,0.0,6.857835777351147,7.09,9.8,-0.03001107841603951,4.43,1,-3.655977392983751,-13.37443171435854,-5.428772913227449,1,-0.45643861915238837
1992-01-01,4.9,0.145032632342278,7.3,0.0,6.963670475903639,7.03,9.5,0.19183411366165323,4.03,-1,0.2686463262926853,3.0203638202745036,4.63186523503582,1,-0.5237355596543924
1992-02-01,4.4,0.362056480810998,7.4,0.0007188372204220071,6.857835777351147,7.34,9.8,-0.05628862166542929,4.06,1,-0.09889101604106916,-3.3616610798984854,1.6999502750597633,1,0.7106110213833894
1992-03-01,4.4,0.5050505050505361,7.4,-0.0030006060313907366,6.857835777351147,7.54,9.7,-0.14454645285520007,3.98,-1,-3.465728983620131,3.306549477511568,0.7389196182371085,1,0.8415806405767556
1992-04-01,4.4,0.143575017946859,7.4,0.006016520904566184,6.952017110473727,7.48,9.8,-0.012739025777429714,3.73,1,-1.578087464963122,8.046667003202995,-0.03346906931449152,1,0.7680936830860796
1992-05-01,4.0,0.143369175627241,7.6,0.005467422594538668,6.857835777351147,7.39,9.8,0.014545711002378716,3.82,-1,0.3413225840969749,5.588598715090109,-2.714484694337661,1,0.32883078326571
1992-06-01,4.0,0.3579098067286961,7.8,0.0028038331366569543,6.857835777351147,7.26,10.0,0.07307598031806592,3.76,-1,1.7330438150790592,-1.8447125048168078,-4.095576483682144,1,0.05639443152511969
1992-07-01,4.0,0.213980028530681,7.7,0.007080015414649298,6.946548977900893,6.84,9.5,0.050705873567570836,3.25,1,4.121795572123138,0.2935422851444752,-2.1856814050288387,1,0.9062353552113267
1992-08-01,4.2,0.284697508896798,7.6,0.0032412423878962738,6.857835777351147,6.59,9.6,0.014252022707201413,3.3,-1,-4.530316712200145,-2.9749343109472566,-3.7693373233130685,1,-0.5563679496915275
1992-09-01,4.2,0.283889283179561,7.6,0.00948998818484821,6.857835777351147,6.42,8.6,0.021773799549560754,3.22,1,2.3122417420854213,2.33783340566883,2.7755250826987172,1,0.3206048576684717
1992-10-01,4.2,0.353857041755123,7.3,0.0072053837212701635,6.938191366199574,6.59,7.9,-0.045641280956204025,3.1,-1,-2.605067719994255,-4.474232055595868,7.744044394639214,1,0.683197186687079
1992-11-01,0.7,0.141043723554302,7.4,0.0022129342691929736,6.857835777351147,6.87,7.9,-0.011336153786336352,3.09,1,-1.4771317320312543,-3.18648009162383,3.5866222446362914,1,0.3827060598771137
1992-12-01,0.7,-0.0704225352112772,7.4,0.012217246594132104,6.857835777351147,6.77,10.5,0.056977434742540356,2.92,-1,-0.44742803949210774,-2.962780674544272,1.6704356972172367,1,0.15109830259496526
1993-01-01,0.7,0.4933051444679279,7.3,0.011504579623767639,6.929849396455203,6.6,8.5,-0.086731695824333,3.02,-1,-0.5997019472374291,0.9793331808374338,0.10821340737846899,1,0.3940341734527397
1993-02-01,2.3,0.350631136044892,7.1,-0.007819974951772396,6.857835777351147,6.26,8.8,0.013333530869465168,3.03,1,-0.9063506153346964,2.4071769412583808,1.6625041030380354,1,0.48395459153272036
1993-03-01,2.3,0.34940600978336,7.0,-0.008310985563797866,6.857835777351147,5.98,8.8,-0.0033167526259939265,3.07,1,2.8423753437888317,-0.10576415581356462,-2.3026625307084396,1,-0.09780335211361235
1993-04-01,2.3,0.278551532033427,7.1,0.025458681141302453,6.922502994850917,5.97,8.7,0.152250441725769,2.96,-1,4.893062347158013,1.3140793561058328,-2.6135909002565394,1,0.276892574623
1993-05-01,1.9,0.138888888888889,7.1,0.009443302385144594,6.857835777351147,6.04,8.2,-0.11315751593449161,3.0,1,5.1328406130676525,-2.9141134907499238,-0.47037828916428404,1,-0.37160432518529296
1993-06-01,1.9,0.138696255201128,7.0,-0.0015087654264431486,6.857835777351147,5.96,7.7,0.042226758176332486,3.04,-1,0.8899573914180234,-6.038943442139507,4.960237299448654,1,0.22684975139117824
1993-07-01,1.9,0.2609913057466027,6.9,0.014410948753988738,6.9173986320293706,5.81,7.5,0.0030581063588208724,3.06,-1,7.439130375747963,-4.4373888026685115,1.8626848207167872,1,0.2565144824443033
1993-08-01,5.6,0.2770083102493089,6.8,-0.00019919767668573828,6.857835777351147,5.68,7.6,-0.015384918839479456,3.03,1,-9.038737930179003,1.950993008934828,-1.5001337731346716,1,-0.11072853540393668
1993-09-01,5.6,0.207182320441981,6.7,0.005881720774417094,6.857835777351147,5.36,6.8,0.11829969802902356,3.09,-1,-4.591871963202596,2.0284671171505932,-1.2100592046444643,1,0.5116685961861434
1993-10-01,5.6,0.413507925568557,6.8,0.006093416210802122,6.912339754198243,5.33,6.2,-0.03077165866675366,2.99,1,3.890682466770551,-9.818291949900832,2.4056508678963553,1,0.7466168208287938
1993-11-01,3.9,0.0686341798215785,6.6,0.010135249463522773,6.857835777351147,5.72,6.2,0.08831261334760154,3.02,-1,0.324236976843016,-8.44829306362712,1.181465988118005,1,0.4655117440748313
1993-12-01,3.9,0.2609913057466027,6.5,0.008902215893437697,6.857835777351147,5.77,9.0,0.054409370656034024,2.96,1,5.25468919043384,-9.53101798043249,0.6526829696684601,1,0.5795712834896882
1994-01-01,3.9,0.274348422496554,6.6,-0.006766439213672932,6.905201019637398,5.75,7.0,-0.2713950674770818,3.05,1,-2.2781207829554377,7.443259478276974,-1.299191999418649,1,0.30952727972100025
1994-02-01,5.5,0.34199726402188,6.6,0.01571240418780806,6.857835777351147,5.97,6.4,0.10277235504128918,3.25,-1,-0.03928501327286134,-6.313303952883631,-1.0939416971204774,1,0.0641111099460634
1994-03-01,5.5,0.340831629175198,6.5,0.01846475378521446,6.857835777351147,6.48,6.7,0.08518755740693199,3.34,-1,2.3941615886623886,-0.751883241402734,-1.5884348687963983,1,1.0007200394000604
1994-04-01,5.5,0.135869565217392,6.4,0.00031313769442072124,6.895148141942903,6.97,6.3,-0.07647922951514777,3.56,1,-3.632975533670967,16.902601431270988,-1.0152371464017962,1,0.5932972088501076
1994-05-01,2.4,0.0678426051560472,6.1,-0.003711762693951217,6.857835777351147,7.18,7.5,-0.0014461318499996267,4.01,1,2.682178187205046,4.730191046643969,0.4332762410753914,1,0.46603320726026354
1994-06-01,2.4,0.33898305084745,6.1,0.011461906094455465,6.857835777351147,7.1,6.8,-0.10680874183419113,4.25,-1,-0.2585316848470842,6.301760829686449,-3.184632800524135,1,0.6716822854796245
1994-07-01,2.4,0.270270270270271,6.1,0.003169001264021041,6.8887518522401,7.3,6.9,0.01120908453471996,4.26,1,-0.7013926662952397,5.928071622510737,0.2785672312285049,1,0.1263019884915284
1994-08-01,4.7,0.4043126684636139,6.0,0.012413407720217665,6.857835777351147,7.24,6.4,0.04362062247589035,4.47,1,0.7790223764947303,-12.77844705587517,-0.22279167063258964,1,0.6641767917860086
1994-09-01,4.7,0.268456375838927,5.9,0.008133510852486325,6.857835777351147,7.46,6.7,0.031510483968185926,4.73,-1,1.9594659068917246,4.715884243734786,-2.0164017447546745,1,0.29672689851738543
1994-10-01,4.7,0.0669344042838109,5.8,0.009090605619269342,6.883596798717694,7.74,7.0,0.05461126978173259,4.76,1,-2.5041436897449114,-1.3501819433871463,-2.523611483538195,1,0.8129003436921245
1994-11-01,1.4,0.13377926421403,5.6,0.0008013984831692057,6.857835777351147,7.96,6.9,-0.10148303891140585,5.29,-1,-0.8095095779380036,1.1166733726024658,3.9359845461598533,1,0.6735508365066867
1994-12-01,1.4,0.2609913057466027,5.5,0.00484975965104221,6.857835777351147,7.81,7.0,-0.026668247082161294,5.45,1,0.4708352930386873,-3.6302706997567125,-0.46106351005143426,1,0.9917817710936472
1995-01-01,1.4,0.400801603206414,5.6,0.004330377781839319,6.880091130749604,7.78,7.3,-0.004780885600342008,5.53,1,-2.136438900886377,1.801850550267843,-0.8262171384642238,1,0.19148765663814515
1995-02-01,1.2,0.3992015968063889,5.4,-0.015871444141063677,6.857835777351147,7.47,7.7,-0.11320089794499937,5.92,1,0.5317747176469755,0.4158010148663677,-2.3690160332337555,1,-0.12306440183262879
1995-03-01,1.2,0.331345261762749,5.4,0.009271450047350738,6.857835777351147,7.2,7.4,0.09709749037842053,5.98,-1,3.7219650697664295,3.666398437159131,-4.803402046610793,1,0.14583608473668352
1995-04-01,1.2,0.330250990752982,5.8,0.003912494804726617,6.875802172680894,7.06,6.8,0.008084118399959058,6.05,1,-1.1046997378373267,8.539101729658752,-0.12217472503224756,1,-0.17648808354704393
1995-05-01,3.5,0.197498354180374,5.6,0.009672911778748794,6.857835777351147,6.63,7.0,0.08189902897882821,6.01,1,-0.7259560012804223,-7.402725864627257,0.9369174820635783,1,0.4861300450573314
1995-06-01,3.5,0.197109067017092,5.6,0.012309022789973895,6.857835777351147,6.17,6.5,0.07294154394236764,6.0,-1,0.07803355838811049,-7.750356115486014,-1.2062284539924713,1,0.3258754931838803
1995-07-01,3.5,0.2609913057466027,5.7,-0.0028263748652877156,6.911348814492268,6.28,6.9,0.053704178971861166,5.85,1,-0.5213776148526851,-2.284755141629985,-0.012258657692340044,1,-0.41724346079261565
1995-08-01,2.7,0.2622950819672139,5.7,0.0077824430747628105,6.857835777351147,6.49,6.6,-0.08736794679194579,5.74,-1,0.03919775316405911,1.4879381767123057,4.787320711747439,1,1.3143711485103404
1995-09-01,2.7,0.196206671026807,5.6,0.002345676206779517,6.857835777351147,6.2,6.6,-0.03336059909419451,5.8,1,0.32605180499337555,-0.8032171697264154,-1.5071520420572528,1,0.38965184193402447
1995-10-01,2.7,0.326370757180149,5.5,-0.004017605396311834,6.915985319102154,6.04,7.0,0.026202372394024117,5.76,-1,-0.260756340708083,1.2943169903891332,-0.7502267995338556,1,-0.16612918987588543
1995-11-01,3.0,-0.0650618087182741,5.6,0.011995129841382098,6.857835777351147,5.93,6.4,-0.047067510857985856,5.8,1,1.245475362790537,4.25596144187959,1.8944445323012067,1,0.2528483351164068
1995-12-01,3.0,-0.0651041666666584,5.6,0.008280425202934934,6.857835777351147,5.71,6.0,0.0655733770556936,5.6,-1,-0.18066852249490356,7.297554045044382,-0.5881677936965893,1,0.33939793995902967
1996-01-01,3.0,0.586319218241036,5.6,-0.008112705495715768,6.896946069398204,5.65,6.5,0.007027435807456876,5.56,1,4.840874541007867,-10.396729375878152,3.044269012319149,1,-0.5380750454334948
1996-02-01,6.8,0.3238341968912019,5.5,0.015730987304256615,6.857835777351147,5.81,6.6,0.07420800716605953,5.22,-1,-1.37540115040188,7.237696947119211,-1.2320957291723542,1,1.4461659721762832
1996-03-01,6.8,0.516462233699146,5.5,0.008842529657736081,6.857835777351147,6.27,6.4,-0.06445183222069495,5.31,1,-1.3313434524236087,8.883965961689475,0.24301348532916692,1,-0.14479623258132346
1996-04-01,6.8,0.385356454720635,5.6,0.003663375285135347,6.891966286267742,6.51,5.5,0.020590981443927153,5.22,1,-0.9655773152178674,-2.029734006367466,1.7188460298087325,1,0.999808200059582
1996-05-01,3.6,0.191938579654503,5.6,0.007531794987858057,6.857835777351147,6.74,6.5,0.013495481474884509,5.24,1,-0.16610238278817638,-6.629259981920471,-0.273037712285738,1,0.7610866663703586
1996-06-01,3.6,0.0638569604086764,5.3,-0.0010685367846254964,6.857835777351147,6.91,6.9,-0.034086462918811795,5.27,-1,-2.7352797362834,6.049242537232667,0.04555808734833942,1,0.7463823712610784
1996-07-01,3.6,0.191448627951509,5.5,0.0012210917335958782,6.870950205819816,6.87,6.5,0.06575137756278043,5.4,-1,1.7199121028190778,-0.05289606047694965,-2.2105436143361605,1,0.001592090494417775
1996-08-01,4.2,0.19108280254778,5.1,0.00012017841887398849,6.857835777351147,6.64,6.4,0.07020425867324856,5.22,1,-0.1422015623245825,9.482906360548487,0.5340776656396846,1,0.5066747331300858
1996-09-01,4.2,0.317863954227583,5.2,0.01330555379071047,6.857835777351147,6.83,6.4,-0.07020425867324857,5.3,1,-2.118003084975352,11.059223461526441,1.8130158106057461,1,0.6263555085623818
1996-10-01,4.2,0.316856780735101,5.2,0.008194160984435038,6.896918775594048,6.53,6.1,-0.06713930283762856,5.24,-1,-0.09253751734442577,-2.354075576690796,-0.5816290559864341,1,-0.019021332752633402
1996-11-01,2.6,0.1895135818066889,5.4,-0.0004388911959651332,6.857835777351147,6.2,6.2,0.06843716155322847,5.31,1,-1.7073910832976449,0.4401415556210501,0.5588836902566195,1,0.8943039295053357
1996-12-01,2.6,0.2609913057466027,5.4,0.004641573823104735,6.857835777351147,6.3,6.1,0.04315390385523395,5.29,-1,-1.0685162864076143,4.466178042312303,0.22722118387764983,1,0.6240791289161107
1997-01-01,2.6,0.315258511979816,5.3,0.006689558744336553,6.876476147822997,6.58,5.9,0.030583423372080185,5.25,1,-6.560880631651894,-5.570185722728171,5.43299862762667,1,0.1761500803854288
1997-02-01,6.8,0.314267756128231,5.2,0.008647801847499652,6.857835777351147,6.42,6.0,-0.035564753722284355,5.19,-1,5.398315393993718,-17.789088937746982,1.9688817775258105,1,1.1765692427770702
1997-03-01,6.8,0.250626566416041,5.2,0.0032729339221649425,6.857835777351147,6.69,6.1,0.03676884778708906,5.39,-1,-3.4143515282688837,2.7728692568600355,-0.1793154849971683,1,0.6301521826446832
1997-04-01,6.8,0.124999999999984,5.1,-0.006859309553392474,6.900572544797753,6.89,6.2,-0.11058876002235637,5.51,1,-3.4024273649204684,-4.539037724458684,2.563975784206137,1,0.08248890961319866
1997-05-01,5.1,-0.0624219725343241,4.9,-0.007534490356134879,6.857835777351147,6.71,6.5,0.02127739844728488,5.5,1,1.5055462332909952,4.642183685124918,-2.42682325967338,1,0.5631463268881864
1997-06-01,5.1,0.124921923797643,5.0,0.01393384474704582,6.857835777351147,6.49,6.3,0.0425047883544713,5.56,-1,-3.153812816001579,-4.696193948387614,0.8608073309052898,1,0.4626738646549944
1997-07-01,5.1,0.124766063630677,4.9,0.01163703870256961,6.888789561379322,6.22,5.8,0.015019055783715369,5.52,1,-2.855167369216734,2.2964961172525946,3.9755260820129332,1,0.8390029211587935
1997-08-01,3.5,0.186915887850476,4.8,0.0026462204205362316,6.857835777351147,6.3,5.7,0.012345835822299362,5.54,-1,-0.12332358584729636,-2.296496117252604,-0.5540180375615356,1,1.0139610720472758
1997-09-01,3.5,0.248756218905457,4.9,0.004364472433359666,6.857835777351147,6.21,5.9,0.030213778596496633,5.54,1,3.128101994341237,7.24086051450404,-1.927549352832721,1,0.9229538953649419
1997-10-01,3.5,0.248138957816378,4.7,-0.002068900309409747,6.868005625964827,6.03,5.9,-0.048790164169432056,5.5,-1,-7.124857986426248,0.6012042156627974,-1.5253214016138728,1,0.8934242076635401
1997-11-01,4.1,-0.061881188118804,4.6,0.0026245137556580103,6.857835777351147,5.88,6.1,0.0769610411361284,5.52,1,-4.750667289745485,-5.545568612914229,2.20266389274558,1,0.7991242738529136
1997-12-01,4.1,-0.12383900928791,4.7,0.00321042862628874,6.857835777351147,5.81,6.1,-0.08574954716920764,5.5,-1,-2.7132455274214538,-13.670431966510021,1.9046265141223886,1,0.42791901902261564
1998-01-01,4.1,0.185988840669536,4.6,0.0017546593721565994,6.8488849300288805,5.54,7.0,0.09496620227413158,5.56,-1,4.531629102443812,-3.4486176071169203,1.0680343077287826,1,0.4444762723192941
1998-02-01,3.8,0.185643564356445,4.6,0.0004187613790524393,6.857835777351147,5.57,7.0,-0.006904515346544487,5.51,1,-1.0970854716882514,-11.895853831907372,-0.8875650387757885,1,0.17847721623072133
1998-03-01,3.8,0.1852995676343349,4.7,0.006020239067574298,6.857835777351147,5.65,7.1,-0.035256295477733485,5.49,-1,0.5999018157739027,0.6331361283560755,1.6590059133508264,1,0.04198959512065059
1998-04-01,3.8,0.184956843403215,4.3,0.012377867922836091,6.8197029968022544,5.64,6.9,0.03525629547773344,5.45,-1,1.8762894078212928,1.3927801744468804,-1.7792825641140486,1,0.3460909155580838
1998-05-01,5.1,0.184615384615393,4.4,0.004604065537700899,6.857835777351147,5.65,6.6,0.02396007374714438,5.49,-1,-4.5705086081195025,-0.6243516639685159,0.7692729879187049,1,0.6531661662761756
1998-06-01,5.1,0.1228501228501229,4.5,0.007965658887424336,6.857835777351147,5.5,6.5,0.0397842521932727,5.56,1,1.3561828471071526,-7.138164539085105,0.6843567497910503,1,-0.5937546588845488
1998-07-01,5.1,0.1226993865030519,4.5,-0.006549389256021237,6.806176492453019,5.46,6.6,-0.05226314356646072,5.54,-1,-3.599977360728236,-2.191247477827386,-0.029657456596209806,1,-0.39725605183694723
1998-08-01,6.6,0.12254901960786,4.5,-0.0043563673023997215,6.857835777351147,5.34,6.5,-0.03484673133016819,5.55,-1,-3.8794900525342424,-4.133141888175594,-0.9337507001072578,1,2.0595296670203656
1998-09-01,6.6,0.122399020807818,4.6,0.009142482863321692,6.857835777351147,4.81,6.1,0.021053409197832263,5.51,1,7.479467413262478,15.596886214631677,-4.105072992637401,1,-0.09212189364509182
1998-10-01,6.6,0.24449877750613,4.5,0.016624819859344865,6.8017067489188925,4.53,5.9,0.03301381207244349,5.07,1,-1.4928182227624076,-10.475518876282926,-2.6232739434928423,1,0.6845165768822437
1998-11-01,3.8,0.2609913057466027,4.4,0.007156385812746233,6.857835777351147,4.83,6.0,0.10815615628209377,4.83,-1,0.22193777782512303,-23.417237578676332,2.6544638382198835,1,-0.09181092723261619
1998-12-01,3.8,-0.0609756097561058,4.4,0.009123552297179975,6.857835777351147,4.65,5.5,-0.047333938548664904,4.68,-1,-1.7026810863327944,0.6669867509107232,-2.1327698149688943,1,0.40457049062843087
1999-01-01,3.8,0.244051250762677,4.3,0.0013700908916252125,6.76329004344355,4.72,6.1,-0.08118491225231349,4.63,-1,-0.7312010294057153,7.498941778152752,2.0079518249756245,1,0.41330163536204
1999-02-01,3.4,0.121728545343868,4.4,0.010685291476535743,6.857835777351147,5.0,6.0,-0.0313432505657113,4.76,-1,0.31402677585347655,-4.2291502499615055,2.70050806580685,1,0.5795655837790292
1999-03-01,3.4,0.303951367781164,4.2,0.004586292768532126,6.857835777351147,5.23,5.6,0.01753405529152491,4.81,1,-2.4688257957804494,33.69973088307036,1.3983427891378206,1,0.2125937578368875
1999-04-01,3.4,0.7272727272727141,4.3,0.007194790389558878,6.722044786226137,5.18,4.7,0.061782699537062474,4.74,-1,2.294488234190516,8.367028117997126,0.8950830520084577,1,0.22260770652637873
1999-05-01,5.4,0.2609913057466027,4.2,0.008903633655492665,6.857835777351147,5.54,4.4,-0.03322564762832039,4.74,-1,-5.819562516973253,-8.629840358624092,1.259363358172643,1,0.612996293194068
1999-06-01,5.4,0.2609913057466027,4.3,0.0027989919956099498,6.857835777351147,5.9,4.3,0.03865749151068208,4.76,1,-2.9466333796335458,14.147671844552983,0.5557465675980312,1,-0.06542708658824337
1999-07-01,5.4,0.300842358604085,4.3,0.007826050608052913,6.686660876727192,5.79,4.4,-0.02523447117854146,4.99,-1,-2.5268969128086174,10.095333112114394,-3.060456032899327,1,0.5864073154735916
1999-08-01,6.7,0.2399520095980969,4.2,0.010717023641756642,6.857835777351147,5.94,4.3,-0.007808182447811699,5.07,1,-0.10554503256823915,9.638905506435465,0.20030051764363654,1,0.43867228969203254
1999-09-01,6.7,0.478755236385384,4.2,0.004168374370540645,6.857835777351147,5.92,3.7,-0.077991807355521,5.22,-1,15.568044066781065,10.028436262596571,-1.4207503830591999,1,-0.41373978080618823
